Date,Open,High,Low,Close,Adj Close,Volume
2002-02-20,29.700001,30.180000,29.400000,29.950001,18.500277,50492000
2002-02-21,29.860001,30.135000,29.004999,29.025000,17.928896,59398400
2002-02-22,29.025000,29.375000,28.575001,28.995001,17.910366,71347800
2002-02-25,28.969999,29.945000,28.945000,29.540001,18.247015,51832200
2002-02-26,29.549999,30.000000,28.950001,29.275000,18.083315,63276200
2002-02-27,29.535000,30.075001,28.995001,29.195000,18.033909,65750000
2002-02-28,29.389999,29.850000,29.070000,29.170000,18.018463,68068000
2002-03-01,29.525000,30.709999,29.424999,30.684999,18.954281,62115600
2002-03-04,30.620001,31.750000,30.434999,31.650000,19.550364,74464200
2002-03-05,31.500000,31.940001,31.170000,31.540001,19.482430,55926400
2002-03-06,31.455000,31.850000,31.094999,31.815001,19.652292,49835400
2002-03-07,31.834999,31.940001,30.930000,31.360001,19.371235,58079200
2002-03-08,31.815001,32.349998,31.584999,31.975000,19.751125,57701800
2002-03-11,31.754999,32.500000,31.500000,32.169998,19.871580,43718200
2002-03-12,31.260000,31.400000,30.834999,31.270000,19.315641,66407200
2002-03-13,31.040001,31.510000,30.975000,31.049999,19.179749,44387400
2002-03-14,31.070000,31.120001,30.525000,30.610001,18.907955,51819600
2002-03-15,30.500000,31.254999,30.485001,31.245001,19.300196,69086800
2002-03-18,31.370001,31.495001,30.600000,31.070000,19.192101,52296800
2002-03-19,31.090000,31.500000,30.750000,31.115000,19.219894,36376400
2002-03-20,30.700001,31.010000,30.049999,30.049999,18.562035,55235200
2002-03-21,30.105000,30.795000,29.915001,30.680000,18.951191,46123400
2002-03-22,30.525000,30.570000,30.110001,30.225000,18.670143,41341400
2002-03-25,30.240000,30.389999,29.575001,29.615000,18.293341,47752400
2002-03-26,29.549999,30.459999,29.155001,29.540001,18.247015,69357200
2002-03-27,29.400000,29.940001,29.295000,29.719999,18.358204,47318400
2002-03-28,29.975000,30.325001,29.830000,30.155001,18.626905,43901200
2002-04-01,29.915001,30.200001,29.600000,30.190001,18.648525,47010000
2002-04-02,29.450001,29.545000,28.555000,28.639999,17.691078,76509400
2002-04-03,28.719999,28.805000,27.750000,28.165001,17.397671,76931400
2002-04-04,27.990000,28.485001,27.709999,28.225000,17.434731,61763800
2002-04-05,28.445000,28.650000,27.920000,27.934999,17.255594,50166000
2002-04-08,27.150000,28.655001,27.129999,28.610001,17.672544,73389600
2002-04-09,28.665001,28.715000,27.400000,27.434999,16.946751,63413000
2002-04-10,27.559999,28.555000,27.530001,28.150000,17.388401,75636400
2002-04-11,27.945000,28.225000,27.250000,27.395000,16.922041,58165800
2002-04-12,27.575001,28.129999,27.430000,27.965000,17.274130,52297600
2002-04-15,28.000000,28.375000,27.700001,27.844999,17.199999,47388800
2002-04-16,28.200001,29.049999,28.180000,28.905001,17.854767,51921600
2002-04-17,28.975000,29.139999,28.209999,28.315001,17.490330,55158600
2002-04-18,28.395000,28.655001,26.340000,28.184999,17.410021,74794800
2002-04-19,28.719999,28.990000,28.430000,28.600000,17.666372,104268600
2002-04-22,28.260000,28.350000,27.500000,27.795000,17.169121,51465200
2002-04-23,27.850000,27.910000,26.650000,26.995001,16.674950,68281400
2002-04-24,26.924999,27.215000,26.500000,26.510000,16.375368,61220400
2002-04-25,26.450001,27.225000,26.440001,26.865000,16.594658,57290400
2002-04-26,27.035000,27.225000,25.730000,25.750000,15.905904,62776600
2002-04-29,25.735001,26.455000,25.719999,26.120001,16.134460,70246000
2002-04-30,26.049999,26.650000,25.959999,26.129999,16.140638,77384000
2002-05-01,26.080000,26.594999,25.330000,26.375000,16.291977,76413000
2002-05-02,26.320000,27.035000,25.575001,25.605000,15.816343,79009200
2002-05-03,25.629999,25.840000,24.754999,24.780001,15.306739,71628000
2002-05-06,24.719999,25.270000,24.184999,24.309999,15.016421,66299400
2002-05-07,24.590000,25.145000,24.174999,24.735001,15.278940,88385400
2002-05-08,25.635000,27.485001,25.610001,27.485001,16.977634,101242000
2002-05-09,27.200001,27.500000,25.950001,26.059999,16.097399,83288200
2002-05-10,26.264999,26.334999,24.995001,25.025000,15.458075,64408800
2002-05-13,25.225000,26.455000,24.875000,26.344999,16.273447,64819000
2002-05-14,27.200001,27.549999,26.990000,27.440001,16.949825,64832400
2002-05-15,27.245001,28.219999,26.930000,27.375000,16.909687,70412000
2002-05-16,27.355000,28.014999,27.325001,27.870001,17.215445,53406400
2002-05-17,28.105000,28.200001,27.635000,28.014999,17.305014,54646200
2002-05-20,27.750000,27.775000,26.750000,27.004999,16.681128,52115800
2002-05-21,26.975000,27.299999,26.065001,26.094999,16.119017,63120000
2002-05-22,25.934999,26.860001,25.924999,26.844999,16.582296,54169400
2002-05-23,26.850000,27.420000,26.504999,27.410000,16.931307,51412800
2002-05-24,27.070000,27.260000,26.520000,26.629999,16.449495,35982000
2002-05-28,26.795000,26.844999,25.875000,26.160000,16.159172,49602000
2002-05-29,25.825001,26.360001,25.775000,26.025000,16.075781,45393200
2002-05-30,25.820000,26.680000,25.715000,26.320000,16.257999,63213000
2002-05-31,26.450001,26.709999,25.440001,25.455000,15.723687,66468000
2002-06-03,25.495001,25.820000,24.584999,24.709999,15.263498,88439000
2002-06-04,24.750000,25.615000,24.620001,24.990000,15.436452,88008400
2002-06-05,25.215000,25.875000,25.165001,25.830000,15.955327,66969400
2002-06-06,25.750000,26.070000,25.000000,25.950001,16.029457,78703400
2002-06-07,24.945000,26.299999,24.930000,25.990000,16.054155,97834400
2002-06-10,25.825001,26.650000,25.730000,26.410000,16.313597,71825400
2002-06-11,26.620001,27.090000,26.209999,26.285000,16.236378,74368200
2002-06-12,26.290001,27.889999,26.250000,27.770000,17.153671,136198600
2002-06-13,27.420000,27.740000,27.100000,27.110001,16.745989,79771600
2002-06-14,26.575001,27.775000,26.500000,27.625000,17.064100,109433600
2002-06-17,27.830000,28.219999,27.684999,27.840000,17.196918,94486600
2002-06-18,27.764999,28.145000,27.674999,27.995001,17.292656,77518400
2002-06-19,27.735001,27.969999,27.160000,27.180000,16.789225,81247000
2002-06-20,27.184999,27.549999,26.950001,27.049999,16.708931,86401200
2002-06-21,26.700001,27.275000,26.139999,26.139999,16.146820,116820000
2002-06-24,26.045000,27.320000,25.924999,27.080000,16.727457,104523200
2002-06-25,27.350000,27.500000,26.400000,26.475000,16.353748,84025200
2002-06-26,25.525000,27.195000,25.525000,27.065001,16.718199,112131400
2002-06-27,27.299999,27.469999,26.430000,27.459999,16.962191,95812400
2002-06-28,27.275000,27.895000,27.000000,27.350000,16.894234,89555600
2002-07-01,27.059999,27.195000,26.290001,26.330000,16.264172,66473800
2002-07-02,26.190001,26.459999,25.665001,25.719999,15.887371,82814200
2002-07-03,25.620001,26.260000,25.225000,25.920000,16.010921,80936600
2002-07-05,26.545000,27.450001,26.525000,27.424999,16.940565,35673600
2002-07-08,27.205000,27.465000,26.290001,26.459999,16.344488,63199400
2002-07-09,26.655001,27.365000,26.485001,26.605000,16.434050,85277200
2002-07-10,26.844999,27.100000,26.065001,26.120001,16.134460,90673400
2002-07-11,26.020000,26.535000,25.625000,26.455000,16.341393,129550600
2002-07-12,26.684999,26.865000,25.740000,25.930000,16.017094,95733800
2002-07-15,25.695000,25.930000,24.000000,25.900000,15.998568,136965600
2002-07-16,25.655001,26.400000,25.320000,25.625000,15.828698,97154600
2002-07-17,26.260000,26.650000,25.584999,26.000000,16.060341,98034800
2002-07-18,26.030001,26.370001,25.330000,25.555000,15.785456,91053600
2002-07-19,24.934999,25.445000,24.405001,24.780001,15.306739,112543400
2002-07-22,24.475000,24.995001,22.950001,23.754999,14.673586,180069800
2002-07-23,23.245001,23.400000,21.485001,21.504999,13.283750,168061600
2002-07-24,20.875000,23.180000,20.705000,23.115000,14.278259,202307800
2002-07-25,22.725000,22.855000,21.219999,21.415001,13.228162,163411400
2002-07-26,21.870001,22.705000,21.840000,22.674999,14.006470,123538000
2002-07-29,23.424999,24.150000,23.275000,24.125000,14.902133,112148600
2002-07-30,23.775000,24.415001,23.665001,24.049999,14.855806,122690600
2002-07-31,23.805000,24.000000,23.180000,23.990000,14.818749,93875600
2002-08-01,23.790001,24.045000,22.750000,22.875000,14.130011,92002800
2002-08-02,22.754999,22.924999,21.900000,22.205000,13.716145,85947600
2002-08-05,22.145000,22.584999,21.905001,21.995001,13.586425,78941600
2002-08-06,22.450001,23.625000,22.420000,22.834999,14.105296,88715800
2002-08-07,23.500000,23.650000,22.580000,23.545000,14.543874,86349400
2002-08-08,23.555000,24.500000,23.205000,24.455000,15.105980,88748000
2002-08-09,24.075001,24.575001,23.830000,24.059999,14.861986,69049400
2002-08-12,23.805000,24.375000,23.799999,24.235001,14.970086,56866600
2002-08-13,23.995001,24.850000,23.459999,23.530001,14.534603,100122800
2002-08-14,23.625000,24.865000,23.605000,24.855000,15.353067,96706000
2002-08-15,24.980000,25.370001,24.375000,24.885000,15.371591,98745600
2002-08-16,24.715000,25.115000,24.459999,25.000000,15.442629,69334000
2002-08-19,25.020000,26.025000,24.924999,26.000000,16.060341,79848200
2002-08-20,25.690001,25.850000,25.375000,25.520000,15.763837,70317600
2002-08-21,25.780001,26.190001,25.575001,26.139999,16.146820,81203400
2002-08-22,26.424999,26.725000,26.299999,26.615000,16.440224,72517600
2002-08-23,26.330000,26.424999,25.920000,26.110001,16.128284,57929200
2002-08-26,26.250000,26.325001,25.590000,26.049999,16.091219,55652400
2002-08-27,26.165001,26.225000,25.325001,25.420000,15.702065,65470200
2002-08-28,25.240000,25.330000,24.650000,24.690001,15.251140,68875000
2002-08-29,24.445000,25.500000,24.260000,25.290001,15.621767,94275600
2002-08-30,25.070000,25.240000,24.500000,24.540001,15.158482,58138400
2002-09-03,24.260000,24.260000,23.500000,23.510000,14.522250,74452600
2002-09-04,23.725000,24.299999,23.575001,24.105000,14.889788,80232000
2002-09-05,23.750000,23.760000,22.940001,22.955000,14.179428,90438800
2002-09-06,23.875000,24.135000,23.735001,23.910000,14.769338,69918400
2002-09-09,23.625000,24.475000,23.315001,24.350000,15.041118,81653200
2002-09-10,24.270000,24.910000,24.174999,24.895000,15.377772,83950000
2002-09-11,25.115000,25.549999,24.264999,24.290001,15.004062,77443200
2002-09-12,24.075001,24.150000,23.510000,23.575001,14.562407,63726800
2002-09-13,23.450001,24.129999,23.424999,23.955000,14.797127,59549200
2002-09-16,23.799999,24.065001,23.525000,23.889999,14.756980,50166200
2002-09-17,24.334999,24.450001,23.605000,23.645000,14.605644,73343400
2002-09-18,23.360001,24.120001,23.330000,23.875000,14.747717,83951800
2002-09-19,23.340000,23.910000,23.295000,23.600000,14.577844,77777600
2002-09-20,23.855000,24.000000,23.650000,23.730000,14.658149,130619200
2002-09-23,23.299999,23.355000,22.405001,22.615000,13.969408,89783800
2002-09-24,22.415001,23.240000,22.315001,22.820000,14.096035,104142200
2002-09-25,23.200001,23.480000,22.525000,23.254999,14.364734,107116600
2002-09-26,23.555000,23.750000,22.975000,23.100000,14.268990,100852200
2002-09-27,23.020000,23.549999,22.594999,22.625000,13.975580,81011600
2002-09-30,22.434999,22.520000,21.555000,21.870001,13.509214,115577000
2002-10-01,22.160000,23.125000,21.594999,23.115000,14.278259,110636600
2002-10-02,23.049999,23.405001,22.580000,22.805000,14.086764,103488600
2002-10-03,22.650000,23.295000,22.299999,22.400000,13.836599,105221400
2002-10-04,22.695000,22.785000,21.844999,21.885000,13.518478,107120400
2002-10-07,21.905001,22.530001,21.844999,22.025000,13.604964,89790000
2002-10-08,22.375000,22.990000,22.065001,22.495001,13.895287,115667600
2002-10-09,22.115000,22.725000,21.905001,21.995001,13.586425,123142600
2002-10-10,22.000000,23.309999,21.625000,23.190001,14.324585,118515000
2002-10-11,23.680000,24.450001,23.504999,24.434999,15.093631,108828800
2002-10-14,24.125000,24.665001,23.920000,24.645000,15.223350,76216200
2002-10-15,25.629999,26.184999,25.325001,26.145000,16.149908,133374200
2002-10-16,25.195000,25.629999,25.139999,25.205000,15.569262,95437400
2002-10-17,26.139999,26.250000,25.025000,25.385000,15.680445,182602400
2002-10-18,26.299999,26.600000,25.570000,26.575001,16.415522,152817200
2002-10-21,25.985001,26.495001,25.680000,26.254999,16.217854,112378600
2002-10-22,25.715000,25.965000,25.514999,25.834999,15.958413,87159000
2002-10-23,25.715000,26.629999,25.715000,26.600000,16.430952,110866600
2002-10-24,26.680000,26.684999,25.450001,25.615000,15.822523,95833400
2002-10-25,25.625000,26.400000,25.580000,26.340000,16.270348,75425800
2002-10-28,26.700001,26.750000,25.754999,25.975000,16.044886,79906600
2002-10-29,26.075001,26.245001,25.424999,26.035000,16.081955,90517200
2002-10-30,26.100000,26.695000,25.815001,26.555000,16.403158,94451200
2002-10-31,26.594999,27.035000,26.424999,26.735001,16.514349,105973800
2002-11-01,26.215000,26.620001,25.950001,26.500000,16.369186,105097800
2002-11-04,28.375000,28.625000,27.760000,28.049999,17.326633,139964200
2002-11-05,27.889999,28.400000,27.790001,28.340000,17.505774,76658200
2002-11-06,28.495001,28.549999,27.764999,28.514999,17.613867,115407000
2002-11-07,28.100000,28.309999,27.750000,28.004999,17.298836,73699600
2002-11-08,28.000000,28.275000,27.504999,27.549999,17.017788,64522200
2002-11-11,27.535000,27.549999,26.910000,26.930000,16.634798,58341200
2002-11-12,27.049999,27.715000,26.950001,27.254999,16.835562,81398600
2002-11-13,27.120001,27.965000,27.055000,27.680000,17.098078,107370200
2002-11-14,27.995001,28.500000,27.934999,28.495001,17.601513,78337000
2002-11-15,28.299999,28.459999,27.834999,28.344999,17.508856,77533600
2002-11-18,28.475000,28.514999,27.870001,27.924999,17.249414,58086400
2002-11-19,27.775000,27.900000,27.155001,27.430000,16.943653,76403400
2002-11-20,27.504999,28.450001,27.465000,28.309999,17.487240,76435400
2002-11-21,28.490000,29.000000,28.389999,28.920000,17.864040,82922200
2002-11-22,28.725000,29.150000,28.525000,29.110001,17.981398,70002000
2002-11-25,29.030001,29.320000,28.785000,29.115000,17.984484,61583000
2002-11-26,28.820000,29.125000,28.389999,28.450001,17.573711,68650400
2002-11-27,28.799999,29.305000,28.700001,29.040001,17.938158,55191800
2002-11-29,29.215000,29.315001,28.840000,28.840000,17.814627,28393000
2002-12-02,29.325001,29.480000,28.504999,28.844999,17.817711,63735000
2002-12-03,28.639999,28.674999,28.205000,28.355000,17.515036,58457400
2002-12-04,28.065001,28.719999,27.910000,28.270000,17.462524,83892000
2002-12-05,28.475000,28.545000,27.650000,27.670000,17.091904,68435800
2002-12-06,27.434999,27.870001,27.110001,27.735001,17.132051,71670200
2002-12-09,27.500000,27.610001,26.754999,26.764999,16.532881,63862800
2002-12-10,26.780001,27.240000,26.740000,27.004999,16.681128,63730200
2002-12-11,26.924999,27.504999,26.790001,27.330000,16.881878,69186200
2002-12-12,27.500000,27.530001,26.844999,27.084999,16.730547,55242000
2002-12-13,26.840000,26.875000,26.245001,26.250000,16.214762,65245400
2002-12-16,26.500000,27.275000,26.334999,27.240000,16.826290,60140400
2002-12-17,27.209999,27.495001,26.889999,27.180000,16.789225,49549800
2002-12-18,26.920000,27.200001,26.395000,26.764999,16.532881,62709400
2002-12-19,26.625000,27.375000,26.440001,26.555000,16.403158,82686600
2002-12-20,26.745001,26.860001,26.475000,26.520000,16.381544,98294600
2002-12-23,26.525000,27.139999,26.450001,27.000000,16.678040,48798400
2002-12-24,26.770000,27.115000,26.760000,26.910000,16.622454,18386000
2002-12-26,27.014999,27.344999,26.584999,26.695000,16.489641,37228000
2002-12-27,26.639999,27.000000,26.450001,26.485001,16.359928,40891600
2002-12-30,26.504999,26.620001,26.135000,26.375000,16.291977,48019600
2002-12-31,26.370001,26.495001,25.629999,25.850000,15.967683,58208800
